#Entry,Positiv,Negativ,Strong,Weak
A,,,,
NAVIGABLE,Positiv,,,
NAVIGATION,,,,
NAVY,,,Strong,
NAY,,,,
NAZI,,,,
NEAR#1,,,,
NEAR#2,,,Strong,
NEAR#3,,,,
NEAR#4,,,,
NEAR#5,,,,
NEAR#6,,,,
NEAR#7,,,,
NEARBY,,,,
NEAT,Positiv,,,
NEBRASKA,,,,
NEBULOUS,,Negativ,,
NECESSARILY,Positiv,,,
NECESSARY#1,,,Strong,
NECESSARY#2,,,Strong,
NECESSARY#3,,,Strong,
NECESSITATE,,,Strong,
NECESSITY,,,Strong,
NECK,,,,
NEED#1,,Negativ,,Weak
NEED#2,,Negativ,,Weak
NEED#3,,Negativ,,
NEEDLE#1,,,,
NEEDLE#2,,Negativ,,
NEEDY,,Negativ,,Weak
NEGATE,,Negativ,,
NEGATION,,Negativ,,
NEGATIVE,,Negativ,,
NEGLECT#1,,Negativ,,
NEGLECT#2,,Negativ,,
NEGLIGENCE,,Negativ,,
NEGLIGENT,,Negativ,,
NEGLIGIBLE,,,,Weak
NEGOTIATE,Positiv,,,
NEGOTIATION,,,,
NEGOTIATOR,,,,
NEGRO,,,,
NEIGHBOR#1,,,,
NEIGHBOR#2,,,,
NEIGHBORHOOD,,,,
NEIGHBOUR#1,,,,
NEIGHBOURHOOD#1,,,,
NEITHER,,,,
NEPAL,,,,
NEPHEW,,,,
NERVE,,,Strong,
NERVOUS,,Negativ,,Weak
NERVOUSNESS,,Negativ,,Weak
NEST,,,,
NETHERLANDS,,,,
NETWORK,,,Strong,
NEUROSIS,,,,
NEUROTIC,,Negativ,,
NEUTRAL,,,,
NEUTRALISM,,,,
NEUTRALITY,,,,
NEUTRALIZE,,Negativ,Strong,
NEVADA,,,,
NEVER,,,,
NEVERTHELESS,,,,
NEW#1,,,Strong,
NEW#2,,,,
NEW#3,,,Strong,
NEW#4,,,Strong,
NEW#5,,,Strong,
NEW#6,,,,
NEW#7,,,,
NEW#8,,,,
NEW#9,,,,
NEW-MEXICAO,,,,
NEWBORN,,,,Weak
NEWCOMER,,,,
NEWSMEN,,,,
NEWSPAPER,,,,
NEWSPAPERMAN,,,,
NEXT#1,,,,
NEXT#2,,,,
NEXT#3,,,,
NICARAGUA,,,,
NICE#1,Positiv,,,
NICE#2,Positiv,,,
NICE#3,Positiv,,,
NICE#4,Positiv,,,
NICHE,Positiv,,,
NICKEL,,,,
NICKNAME,,,,
NIGERIA,,,,
NIGERS,,,,
NIGGER,,,,
NIGHT#1,,,,
NIGHT#2,,,,
NIGHTMARE,,Negativ,,
NIHILISM,,,,
NIHILISTIC,,,,
NIMBLE,Positiv,,Strong,
NINE,,,,
NINETEEN,,,,
NINETEENTH#1,,,,
NINETIETH#1,,,,
NINETY,,,,
NINTH#1,,,,
NIX,,Negativ,,
NIXON,,,,
NO#1,,,,
NO#2,,,,
NO#3,,,,
NO#4,,,,
NO#5,,,,
NO#6,,,,
NO#7,,,,
NOBILITY,Positiv,,,
NOBLE,Positiv,,Strong,
NOBLEMAN,Positiv,,,
NOBODY,,,,
NOD#1,,,,
NOD#2,,,,
NOISE,,Negativ,,
NOISELESS,Positiv,,,
NOMINAL,,,,Weak
NOMINATE,Positiv,,,
NOMINATION,,,,
NON,,,,
NON-FICTION,,,,
NON-INTERVENTION,,,,
NON-PROLIFERATION,,,,
NON-VIOLENCE,Positiv,,,
NON-VIOLENT,Positiv,,,
NONALIGNED,,,,
NONCHALANT,,Negativ,Strong,
NONE,,,,
NONETHELESS,,,,
NONSENSE,,Negativ,,
NONSPECIFIC,,,,
NONVERBAL,,,,
NOON,,,,
NOPE,,,,
NOR,,,,
NORM,,,Strong,
NORMAL,Positiv,,,
NORTH#1,,,,
NORTH#2,,,,
NORTHEAST,,,,
NORTHERLY,,,,
NORTHERN,,,,
NORTHERN-RHODESIA,,,,
NORTHWEST,,,,
NORWAY,,,,
NOSE,,,,
NOSEY,,Negativ,,
NOT,,,,
NOTABLE,Positiv,,Strong,
NOTE#1,,,,
NOTE#2,,,,
NOTE#3,,,,
NOTEWORTHY,,,,
NOTHING,,,,Weak
NOTICE#1,,,,
NOTICE#2,,,,
NOTICEABLE,,,,
NOTION,,,,
NOTORIETY,Positiv,,,
NOTORIOUS,,Negativ,,
NOTWITHSTANDING,,,,
NOUN,,,,
NOURISH,Positiv,,,
NOURISHMENT,Positiv,,,
NOVEL,,,,
NOVELIST,,,,
NOVELTY,Positiv,,,
NOVEMBER,,,,
NOVICE,,Negativ,,Weak
NOW,,,,
NOWHERE,,,,
NUCLEAR,,,Strong,
NUCLEI,,,Strong,
NUCLEUS,,,Strong,
NUDE,,,,
NUISANCE,,Negativ,,
NULLIFICATION,,Negativ,,
NULLIFY,,Negativ,,
NUMB,,Negativ,,
NUMBER#1,,,Strong,
NUMBER#2,,,,
NUMBER#3,,,,
NUMBER#4,,,,
NUMERICAL,,,,
NUMEROUS,,,Strong,
NURSE#1,,,,
NURSE#2,Positiv,,,
NURSE#3,,,,
NURSE#4,,,,
NURTURE,Positiv,,,
NUT,,,,
NUTRIENT,Positiv,,,
NUTRITION,,,,
NUTS,,Negativ,,
NYASALAND,,,,
Noun,,,,
O'CLOCK,,,,
OAK,,,,
OAS,,,,
OASIS,Positiv,,,
OAT,,,,
OATH,,,,
OBEDIENCE,Positiv,,,
OBEDIENT,Positiv,,,
OBEY,Positiv,,,Weak
OBJECT#1,,,,
OBJECT#2,,,,
OBJECT#3,,Negativ,,
OBJECTION,,Negativ,,
OBJECTIVE#1,,,Strong,
OBJECTIVE#2,Positiv,,,
OBJECTIVE#3,Positiv,,,
OBLIGATION,,,,
OBLIGE,Positiv,,,Weak
OBLIQUE,,Negativ,,
OBLITERATE,,Negativ,,
OBNOXIOUS,,Negativ,,
OBSCURE,,Negativ,,
OBSCURITY,,,,
OBSERVANCE,,,,
OBSERVATION,,,,
OBSERVE,,,,
OBSERVER,,,,
OBSOLETE,,Negativ,,Weak
OBSTACLE,,Negativ,Strong,
OBSTINATE,,Negativ,,
OBSTRUCT,,Negativ,Strong,
OBSTRUCTION,,Negativ,,
OBTAIN,Positiv,,Strong,
OBTAINABLE,Positiv,,,
OBVIOUS,,,,
OCCASION#1,,,,
OCCASION#2,,,Strong,
OCCASION#3,,,,Weak
OCCASIONAL,,,,Weak
OCCUPATION,,,,
OCCUPATIONAL,,,,
OCCUPY,,,Strong,
OCCUR#1,,,,
OCCUR#2,,,,
OCCURRENCE,,,,
OCEAN,,,,
OCTOBER,,,,
ODD,,Negativ,,
ODDITY,,Negativ,,
ODDS,,,,
ODOR,,,,
ODOUR#1,,,,
OF,,,,
OFF,,,,
OFFENCE,,,,
OFFEND,,Negativ,,
OFFENDER,,Negativ,,
OFFENSIVE,,Negativ,Strong,
OFFER#1,Positiv,,,
OFFER#2,Positiv,,,
OFFER#3,Positiv,,Strong,
OFFICE#1,,,,
OFFICE#2,,,,
OFFICE#3,,,,
OFFICER,,,Strong,
OFFICIAL#1,,,Strong,
OFFICIAL#2,,,Strong,
OFFICIAL#3,,,Strong,
OFFICIATE,,,Strong,
OFFSET,Positiv,,,
OFFSHORE,,,,
OFFSPRING,,,,
OFTEN,,,Strong,
OHIO,,,,
OIL,,,,
OKAY,,,,
OKLAHOMA,,,,
OLD#1,,,,Weak
OLD#2,,,,
OLD#3,,,,Weak
OLD#4,,,,Weak
OMINOUS,,Negativ,Strong,
OMISSION,,Negativ,,Weak
OMIT,,Negativ,,Weak
ON,,,,
ONCE#1,,,,
ONCE#2,,,,
ONCE#3,,,,
ONCE#4,,,Strong,
ONE#1,,,,
ONE#2,,,,
ONE#3,,,,
ONE#4,,,,
ONE#5,,,,
ONESELF#1,,,,
ONION,,,,
ONLY#1,,,,Weak
ONLY#2,,,,
ONLY#3,,,,
ONSET,Positiv,,,
ONTO,,,,
ONWARD,Positiv,,,
OPEN#1,Positiv,,,
OPEN#2,Positiv,,,
OPEN#3,,,,
OPEN#4,,,,
OPEN#5,,,,
OPEN#6,,,,
OPEN#7,,,,
OPERA,,,,
OPERATE#1,,,Strong,
OPERATE#2,,,,
OPERATE#3,,,Strong,
OPERATION#1,,,,
OPERATION#2,,,Strong,
OPERATIONAL,,,Strong,
OPERATIVE,,,Strong,
OPERATOR,,,,
OPINION,,,,
OPINIONATED,,Negativ,,
OPPONENT,,Negativ,,
OPPORTUNE,Positiv,,,
OPPORTUNITY,Positiv,,,
OPPOSE#1,,Negativ,Strong,
OPPOSE#2,,Negativ,Strong,
OPPOSE#3,,Negativ,Strong,
OPPOSITE,,,,
OPPOSITION,,Negativ,,
OPPRESS,,Negativ,,
OPPRESSION,,Negativ,,
OPPRESSIVE,,Negativ,,
OPTIMAL,Positiv,,,
OPTIMISM,Positiv,,,
OPTIMISTIC,Positiv,,,
OPTIONAL,Positiv,,,
OR,,,,
ORAL,,,,
ORANGE,,,,
ORATOR,,,,
ORCHESTRA,,,,
ORDAIN,,,,
ORDEAL,,Negativ,,
ORDER#1,,,,
ORDER#2,Positiv,,Strong,
ORDER#3,,,Strong,
ORDER#4,,,Strong,
ORDER#5,Positiv,,Strong,
ORDER#6,Positiv,,Strong,
ORDER#7,,,Strong,
ORDER#8,,Negativ,,Weak
ORDINANCE,,,Strong,
ORDINARY,,,,
ORE,,,,
OREGON,,,,
ORGAN,,,,
ORGANIC,,,,
ORGANISE#1,,,,
ORGANIZATION,,,Strong,
ORGANIZE#1,Positiv,,Strong,
ORGANIZE#2,Positiv,,Strong,
ORIENT#1,,,,
ORIENT#2,,,,
ORIGIN,,,,
ORIGINAL,,,,
ORIGINALITY,Positiv,,,
ORIGINATE,,,Strong,
ORLEANS,,,,
ORNAMENT#1,,,,
ORNAMENT#2,,,,
ORPHAN,,Negativ,,
ORTHODOX,,,,
OSTENSIBLY,,,,
OSTRACIZE,,Negativ,,
OTHER#1,,,,
OTHER#2,,,,
OTHER#3,,,,
OTHER#4,,,,
OTHER#5,,,,
OTHER#6,,,,
OTHER#7,,,,
OTHER#8,,,,
OTHER#9,,,,
OTHERWISE,,,,
OTTER,,,,
OUGHT,,,,
OUR,,,,
OURS,,,,
OURSELVES#1,,,,
OUST,,Negativ,Strong,
OUT,,,,
OUTBACK,,,,
OUTBREAK,,Negativ,,
OUTBURST,,Negativ,,
OUTCAST,,Negativ,,
OUTCOME,,,,
OUTCRY,,Negativ,,
OUTDATED,,,,
OUTDOOR,,,,
OUTER,,,,
OUTFIT#1,,,,
OUTFIT#2,,,Strong,
OUTGOING,Positiv,,,
OUTLAW,,Negativ,,
OUTLINE#1,,,,
OUTLINE#2,,,,
OUTLIVE,Positiv,,Strong,
OUTLOOK,,,,
OUTPOST,,,,
OUTPUT#1,,,Strong,
OUTPUT#2,,,Strong,
OUTRAGE,,Negativ,,
OUTRAGEOUS,,Negativ,,
OUTREACH,,,Strong,
OUTRIGHT,Positiv,,,
OUTRUN,Positiv,,Strong,
OUTSET,Positiv,,,
OUTSIDE#1,,,,
OUTSIDE#2,,,,
OUTSIDE#3,,,,
OUTSIDER,,Negativ,,
OUTSPOKEN,,,,
OUTSTANDING,Positiv,,Strong,
OUTWARD,,,,
OUTWIT,Positiv,,,
OVAL,,,,
OVER#1,,,,
OVER#2,,,,
OVER#3,,,,
OVER#4,,,Strong,
OVER#5,,,,
OVER#6,,,,
OVER#7,,,,
OVER#8,,,,
OVER#9,,,,
OVER#_10,,,,
OVER#_11,,,,
OVERALL,,,,
OVERBEARING,,Negativ,,
OVERCAME,,,Strong,
OVERCOME,Positiv,,Strong,
OVERCROWDING,,,,
OVERFLOW,,Negativ,,
OVERHAUL,,,Strong,
OVERJOY,,,,
OVERJOYED,Positiv,,,
OVERLAND,,,,
OVERLAP,,,,
OVERLOOK,,Negativ,,
OVERLY,,,,
OVERLYING,,,Strong,
OVERNIGHT,,,,
OVERNIGHTER,,,,
OVERPOWER,,Negativ,Strong,
OVERRIDE,,,,
OVERRODE,,,,
OVERRUN,,Negativ,Strong,
OVERSEA,,,,
OVERSEER,,,Strong,
OVERSIGHT,,Negativ,,
OVERSIMPLIFICATION,,,,
OVERSIMPLIFY,,,,
OVERTHROW,,Negativ,Strong,
OVERTHROWN,,,,
OVERTURE,,,,
OVERTURES,,,,
OVERTURN,,Negativ,,
OVERWHELM,,,Strong,
OVERWHELMING,,Negativ,,
OVERWORKED,,Negativ,,Weak
OWE,,Negativ,,Weak
OWN#1,,,Strong,
OWN#2,,,,
OWN#3,,,Strong,
OWN#4,,,Strong,
OWNER,,,Strong,
OWNERSHIP,,,Strong,
OXEN,,,,
PACE#1,,,,
PACE#2,,,,
PACE#3,,,,
PACE#4,,,,
PACIFIC#1,,,,
PACIFIC#2,,,,
PACIFICATION,,,,
PACIFY,,,,
PACK#1,,,,
PACK#2,,,,
PACK#3,,,,
PACK#4,,,,
PACKAGE,,,,
PACT,,,,
PAGE#1,,,,
PAGE#2,,,,
PAID#1,,,,
PAIN,,Negativ,,
PAINFUL,,Negativ,,
PAINSTAKING,Positiv,,Strong,
PAINT#1,,,,
PAINT#2,,,,
PAINT#3,,,,
PAINT#4,,,,
PAINT#5,,,,
PAINTER,,,,
PAIR,,,,
PAKISTAN,,,,
PALACE,,,,
PALATABLE,Positiv,,,
PALATIAL,Positiv,,,
PALE,,,,Weak
PALISTINE,,,,
PALTRY,,Negativ,,Weak
PAMPER,Positiv,,,
PAN#1,,,,
PAN#2,,,,
PAN-AMERICAN,,,,
PANACEA,,,,
PANAMA,,,,
PANDEMONIUM,,Negativ,Strong,
PANIC,,Negativ,,Weak
PAPA,,,,
PAPER,,,,
PARACHUTE#1,,,,
PARACHUTE#2,,,,
PARACHUTER,,,,
PARADE#1,,,,
PARADE#2,,,,
PARADISE,Positiv,,,
PARAGUAY,,,,
PARALLEL,,,,
PARALYSIS,,Negativ,,Weak
PARALYZED,,Negativ,,Weak
PARAMETER,,,,
PARAMOUNT,Positiv,,,
PARANOID,,Negativ,,Weak
PARASITE,,Negativ,,
PARDON#1,Positiv,,Strong,
PARDON#2,Positiv,,Strong,
PARENT,,,,
PARENTAL,,,,
PARIS,,,,
PARISH,,,,
PARITY,,,,
PARK#1,,,,
PARK#2,,,,
PARKWAY,,,,
PARLIAMENT,,,Strong,
PARLIAMENTARY,,,,
PARLOR,,,,
PARLOUR#1,,,,
PART#1,,,,
PART#10,,,,
PART#2,,,,
PART#3,,,Strong,
PART#4,,,,
PART#5,,,,
PART#6,,,,
PART#7,,,,
PART#8,,,,
PART#9,,,,
PART#_10,,,,
PARTAKE,,,,
PARTIAL,,,,Weak
PARTICIPANT,,,,
PARTICIPATE#1,,,,
PARTICIPATE#2,,,,
PARTICIPATION,,,,
PARTICLE,,,,
PARTICULAR#1,Positiv,,,
PARTICULAR#2,,Negativ,,
PARTICULAR#3,,,,
PARTICULAR#4,,,,
PARTISAN,,,,
PARTISANSHIP,,,,
PARTITION,,Negativ,,
PARTNER,Positiv,,Strong,
PARTNERSHIP,Positiv,,Strong,
PARTOOK,,,,
PARTY#1,,,Strong,
PARTY#2,,,,
PARTY#3,,,,
PARTY#4,,,,
PASS#1,,,,
PASS#2,Positiv,,Strong,
PASS#3,,,,
PASS#4,,,Strong,
PASS#5,,,,
PASS#6,,,,
PASS#7,,,,
PASS#8,,Negativ,,Weak
PASS#9,,,,
PASS#_10,,Negativ,,
PASS#_11,,,,Weak
PASS#_12,,,,
PASS#_13,,Negativ,,Weak
PASS#_14,,,,
PASSAGE,,,,
PASSE,,Negativ,,Weak
PASSENGER,,,,
PASSION,,,Strong,
PASSIONATE,Positiv,,Strong,
PASSIVE,,,,Weak
PASSPORT,,,,
PAST#1,,,,
PAST#2,,,,
PAST#3,,,,
PAST#4,,,,
PASTE#1,,,,
PASTE#2,,,,
PASTOR,,,,
PASTORAL,,,,
PASTURE,,,,
PATCH#1,,,,
PATCH#2,,,,
PATENT,,,,
PATERNAL,,,,
PATERNALISM,,,,
PATH,,,,
PATHETIC,,Negativ,,Weak
PATIENCE,Positiv,,Strong,
PATIENT#1,,,,Weak
PATIENT#2,Positiv,,Strong,
PATIENT#3,Positiv,,Strong,
PATRIOT,Positiv,,,
PATRIOTIC,Positiv,,,
PATRIOTISM,,,,
PATROL#1,,,Strong,
PATROL#2,,,Strong,
PATRON,Positiv,,Strong,
PATRONAGE,Positiv,,Strong,
PATRONIZE,,Negativ,,
PATTERN,,,,
PAUPER,,,,
PAUSE#1,,,,Weak
PAUSE#2,,,,Weak
PAY#1,,,,
PAY#2,,,,
PAY#3,,,,
PAY#4,Positiv,,,
PAY#5,,,,Weak
PAY#6,,,,
PAY#7,,,,
PAYABLE,,,,
PAYER,,,,
PAYMENT,,,,
PAYROLL,,,,
PEA,,,,
PEACE#1,Positiv,,,
PEACE#2,Positiv,,,
PEACE#3,,,,
PEACEABLE,Positiv,,,
PEACEFUL,Positiv,,,
PEACETIME,,,,
PEACOCK,,,,
PEAK#1,,,,
PEAK#2,,,Strong,
PEARL,,,,
PEASANT,,,,Weak
PECULIAR,,Negativ,,
PECUNIARY,,,,
PEEL#1,,,,
PEEL#2,,,,
PEER,,,,
PEERLESS,Positiv,,,
PELVIC,,,,
PELVIS,,,,
PEN,,,,
PENAL,,,,
PENALTY,,,,
PENCIL,,,,
PEND#1,,,,
PEND#2,,,,
PENETRATE,,,Strong,
PENETRATION,,,Strong,
PENINSULA,,,,
PENNSYLVANIA,,,,
PENNY,,,,
PENSION,,,,
PENTAGON,,,,
PEONY,,,,
PEOPLE#1,,,,
PEOPLE#2,,,,
PER,,,,
PERCEIVE,,,,
PERCENT,,,,
PERCENTAGE,,,,
PERCEPTION,,,,
PERFECT#1,Positiv,,Strong,
PERFECT#2,Positiv,,Strong,
PERFECT#3,Positiv,,Strong,
PERFECTION,Positiv,,,
PERFECTIONISM,Positiv,,,
PERFECTIONIST,Positiv,,,
PERFORM,,,,
PERFORMANCE,,,,
PERFORMER,,,,
PERFUME,Positiv,,,
PERHAPS,,,,
PERIL,,Negativ,,
PERILOUS,,Negativ,,
PERIOD,,,,
PERISH,,Negativ,,
PERISHABLE,,,,
PERMANENCE,,,,
PERMANENT,,,Strong,
PERMISSIBLE,,,,
PERMISSION,Positiv,,Strong,
PERMIT#1,Positiv,,Strong,
PERMIT#2,,,,
PERNICIOUS,,,,
PERPETUAL,,,Strong,
PERPETUATE,,,Strong,
PERPLEX,,Negativ,,Weak
PERPLEXITY,,Negativ,,
PERSECUTE,,Negativ,,
PERSECUTION,,Negativ,,
PERSEVERANCE,Positiv,,Strong,
PERSEVERE,Positiv,,Strong,
PERSIA,,,,
PERSIAN,,,,
PERSIST,,,Strong,
PERSISTENCE,,,Strong,
PERSISTENT,,,Strong,
PERSON,,,,
PERSONAL#1,,,,
PERSONAL#2,,,,
PERSONALITY,,,,
PERSONNEL,,,,
PERSPECTIVE,,,,
PERSUADE,,,Strong,
PERSUASION,,,,
PERSUASIVE,Positiv,,,
PERTINENT,Positiv,,,
PERTURB,,Negativ,,
PERU,,,,
PERVADE,,,,
PERVERSE,,Negativ,,
PERVERT,,Negativ,,
PESSIMISM,,Negativ,,
PESSIMISTIC,,Negativ,,
PEST,,Negativ,,
PET,,,,
PETITION#1,,,,Weak
PETITION#2,,,,Weak
PETITIONER,,,,Weak
PETTY,,Negativ,,
PHASE,,,,
PHENOMENA,,,,
PHENOMENON,,,,
PHILADELPHIA,,,,
PHILIPPINES,,,,
PHILOSOPHER,,,,
PHILOSOPHIC,,,,
PHILOSOPHICAL,,,,
PHILOSOPHY,,,,
PHOBIA,,Negativ,,Weak
PHONE#1,,,,
PHONE#2,,,,
PHOTO,,,,
PHOTOGRAPH#1,,,,
PHOTOGRAPH#2,,,,
PHOTOGRAPHIC,,,,
PHRASE,,,,
PHYSICAL#1,,,Strong,
PHYSICAL#2,,,Strong,
PHYSICIAN,,,,
PHYSICIST,,,,
PHYSICS,,,,
PIANO,,,,
PICK#1,,,,
PICK#2,,,,
PICK#3,,Negativ,Strong,
PICK#4,,,,
PICK#5,,,,
PICTURE,,,,
PICTURESQUE,Positiv,,,
PIE,,,,
PIECE#1,,,,
PIECE#2,,,,
PIECE#3,,,,
PIECE#4,,Negativ,,Weak
PIECE#5,,,,
PIETY,Positiv,,,
PIG,,,,
PIGMENT,,,,
PILE#1,,,,
PILE#2,,,,
PILE#3,,,,
PILGRIMAGE,,,,
PILL,,,,
PILLOW,,,,
PILOT,,,,
PIN#1,,,,
PIN#2,,,,
PINCH#1,,Negativ,,
PINCH#2,,Negativ,,
PINK,,,,
PINNACLE,Positiv,,,
PIONEER,,,,
PIOUS,Positiv,,,
PISTOL,,,,
PISTON,,,Strong,
PIT#1,,,,
PIT#2,,,,
PITCH#1,,,,
PITCH#2,,,,
PITIFUL,,Negativ,,Weak
PITILESS,,Negativ,Strong,
PITY#1,,,,
PITY#2,,,,
PLACE#1,,,,
PLACE#2,,,,
PLACE#3,,,,
PLACE#4,,,,
PLACEMENT,,,,
PLACID,,,,
PLAGUE#1,,Negativ,Strong,
PLAGUE#2,,Negativ,Strong,
PLAIN#1,Positiv,,,
PLAIN#2,,,,
PLAIN#3,Positiv,,,
PLAIN#4,Positiv,,,
PLAIN#5,Positiv,,,
PLAINTIFF,,Negativ,,
PLAN#1,,,Strong,
PLAN#2,,,Strong,
PLAN#3,,,Strong,
PLAN#4,,,Strong,
PLANE#1,,,,
PLANE#2,,,,
PLANE#3,,,,
PLANER,,,,
PLANET,,,,
PLANNER,,,,
PLANT#1,,,,
PLANT#2,,,,
PLANT#3,,,,
PLANT#4,,,,
PLANT#5,,,Strong,
PLANTATION,,,,
PLANTER,,,,
PLAQUE,,,,
PLASTIC,,,,
PLASTICITY,,,,
PLATE,,,,
PLATFORM#1,,,,
PLATFORM#2,,,,
PLATONISM,,,,
PLAUSIBILITY,Positiv,,,
PLAUSIBLE,,,,
PLAY#1,,,,
PLAY#2,,,,
PLAY#3,,,,
PLAY#4,,,,
PLAY#5,,,,
PLAYER,,,,
PLAYFUL,Positiv,,,
PLAYMATE,Positiv,,,
PLAYTHING,Positiv,,,
PLEA,,,,Weak
PLEAD,,,,Weak
PLEASANT#1,Positiv,,,
PLEASANT#2,Positiv,,,
PLEASANTRY,Positiv,,,
PLEASE#1,,,,
PLEASE#2,Positiv,,,
PLEASE#3,Positiv,,,
PLEASE#4,,,Strong,
PLEASED#1,Positiv,,,
PLEASED#2,Positiv,,,
PLEASED#3,,,Strong,
PLEASURABLE,Positiv,,,
PLEASURE,Positiv,,,
PLEDGE,Positiv,,,
PLENIPOTENTIARY,,,,
PLENTIFUL,Positiv,,Strong,
PLENTY,Positiv,,Strong,
PLIGHT,,Negativ,,
PLOD,,Negativ,,Weak
PLOT#1,,,,
PLOT#2,,Negativ,Strong,
PLOW#1,,,,
PLOW#2,,,,
PLUG#1,,,,
PLUG#2,,,,
PLUMBER,,,,
PLUNDER,,,,
PLUNGE#1,,,,
PLUNGE#2,,,,
PLURAL,,,,
PLUS,,,,
PLYWOOD,,,,
POCKET,,,,
POD,,,,
POEM,,,,
POET,,,,
POETIC,Positiv,,,
POETRY,,,,
POIGNANT,Positiv,,Strong,
POINT#1,,,,
POINT#2,,,,
POINT#3,,,,
POINT#4,,,,
POINT#5,,,,
POINT#6,,Negativ,Strong,
POINT#7,,,,
POINT#8,,,Strong,
POINTER,,,,
POINTLESS,,Negativ,,Weak
POISE#1,Positiv,,Strong,
POISE#2,,,,
POISON,,Negativ,,
POISONOUS,,Negativ,,
POLAND,,,,
POLARIA,,,,
POLARIZE,,,,
POLE#1,,,,
POLE#2,,,,
POLICE,,,Strong,
POLICEMAN,,,Strong,
POLICEMEN,,,Strong,
POLICY,,,Strong,
POLISH,Positiv,,,
POLITE,Positiv,,,Weak
POLITENESS,Positiv,,,
POLITICAL,,,,
POLITICIAN,,,Strong,
POLITICS,,,,
POLL,,,,
POLLUTE,,Negativ,,
POLLUTION,,Negativ,,
POMP,Positiv,,,
POMPOUS,,Negativ,,
POND,,,,
PONDER,,,,
PONY,,,,
POOL#1,,,,
POOL#2,,,,
POOR#1,,Negativ,,Weak
POOR#2,,Negativ,,Weak
POOR#3,,Negativ,,Weak
POOR#4,,Negativ,,Weak
POOR#5,,Negativ,,Weak
POOR#6,,Negativ,,
POPE,,,,
POPULAR,Positiv,,Strong,
POPULARITY,Positiv,,,
POPULATE,,,,
POPULATION,,,,
POPULOUS,Positiv,,,
PORCH,,,,
PORT,,,,
PORTABLE,Positiv,,,
PORTER,,,,
PORTION,,,,
PORTRAIT,,,,
PORTUGAL,,,,
PORTUGUESE,,,,
POSE#1,,,,
POSE#2,,,,
POSITION#1,,,,
POSITION#2,,,,
POSITIVE,Positiv,,,
POSITIVENESS,Positiv,,,
POSITIVITY,Positiv,,,
POSSE,,,Strong,
POSSESS,,,Strong,
POSSESSION,,,,
POSSESSIVE,,,,
POSSESSOR,,,,
POSSIBILITY,,,,
POSSIBLE,,,Strong,
POSSIBLY,,,,
POST#1,,,,
POST#2,,,,
POST#3,,,,
POST#4,,,,
POSTER,,,,
POSTERITY,Positiv,,,
POSTPONE#1,,,,
POSTPONE#2,,,,
POSTPONEMENT,,,,
POSTURE,,,,
POSTWAR,,,,
POT,,,,
POTENCY,Positiv,,Strong,
POTENT,Positiv,,Strong,
POTENTIAL,,,Strong,
POTENTIALITY,,,Strong,
POULTRY,,,,
POUND#1,,,,
POUND#2,,Negativ,Strong,
POUND#3,,,,
POUR,,,,
POUT,,Negativ,,
POVERTY,,Negativ,,Weak
POWDER,,,,
POWER#1,,,Strong,
POWER#2,,,Strong,
POWERFUL,,,Strong,
POWERLESS,,Negativ,,Weak
PRACTICABLE,Positiv,,,
PRACTICAL#1,Positiv,,,
PRACTICAL#2,,,,
PRACTICE#1,,,,
PRACTICE#2,,,,
PRACTISE#1,,,,
PRAIRIE,,,,
PRAISE#1,Positiv,,,
PRAISE#2,Positiv,,,
PRANCE,Positiv,,,
PRAY,,,,
PRAYER,,,,
PRE-WAR,,,,
PREACH,,,,
PREACHER,,,,
PRECARIOUS,,Negativ,,Weak
PRECAUTION,Positiv,,Strong,
PRECEDE#1,,,,
PRECEDE#2,,,,
PRECEDENT,Positiv,,,
PRECEPT,Positiv,,,
PRECINCT,,,,
PRECIOUS,Positiv,,Strong,
PRECIPITATE,,Negativ,,
PRECISE,Positiv,,,
PRECISION,Positiv,,,
PREDECESSOR,,,,
PREDICAMENT,,Negativ,,
PREDICT,,,,
PREDICTABLE,,,,
PREDICTION,,,,
PREDOMINANT,,,Strong,
PREDOMINATE,,,Strong,
PREEMINENT,Positiv,,Strong,
PREFER,,,,
PREFERABLE,,,,
PREFERABLY,,,,
PREFERENCE,Positiv,,,
PREGNANCY,,,,
PREGNANT,,,,
PREJUDICE,,Negativ,,
PREJUDICIAL,,Negativ,,
PRELIMINARY,,,,
PRELUDE,,,,
PREMATURE,,,,Weak
PREMIER,Positiv,,,
PREMISE,Positiv,,,
PREMISES,,,,
PREMIUM,Positiv,,,
PREOCCUPATION,,,,
PREOCCUPY,,,,
PREPARATION,,,,
PREPARATORY,Positiv,,,
PREPARE#1,,,Strong,
PREPARE#2,,,Strong,
PREPOSTEROUS,,Negativ,,
PREREQUISITE,,,,
PRESCRIBE,,,,
PRESCRIPTION,,,,
PRESENCE,,,,
PRESENT#1,,,,
PRESENT#2,,,,
PRESENT#3,,,,
PRESENT#4,,,,
PRESENT#5,,,,
PRESENT#6,,,,
PRESENT-DAY,,,,
PRESENTATION,,,,
PRESERVATION,,,,
PRESERVE,,,Strong,
PRESIDE,,,Strong,
PRESIDENCY,,,Strong,
PRESIDENT,,,Strong,
PRESIDENT-ELECT,,,,
PRESIDENTIAL,,,Strong,
PRESS#1,,,,
PRESS#2,,,,
PRESS#3,,,Strong,
